,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Day,Hour,Sales,Frequency,total_product_purchases,category,sub_category,full_categ
2654,C542866,85063,cream sweetheart magazine rack,-2.0,2011-02-01 12:14:00,14.95,15311.0,United Kingdom,2,1,12,-29.9,118,-2.0,cream,sweetheart,sweetheart cream
2655,C542866,35004g,set of 3 gold flying ducks,-2.0,2011-02-01 12:14:00,1.95,15311.0,United Kingdom,2,1,12,-3.9,118,-2.0,gold,other,other gold
2659,C548851,21313,glass heart tlight holder,-1.0,2011-04-04 13:14:00,0.64,15311.0,United Kingdom,4,4,13,-0.64,118,575.0,heart,glass,glass heart
2661,C548857,21313,glass heart tlight holder,-1.0,2011-04-04 13:28:00,0.64,15311.0,United Kingdom,4,4,13,-0.64,118,575.0,heart,glass,glass heart
2663,C558444,21313,glass heart tlight holder,-1.0,2011-06-29 13:29:00,0.64,15311.0,United Kingdom,6,29,13,-0.64,118,575.0,heart,glass,glass heart
2813,C550494,20712,jumbo bag woodland animals,-1.0,2011-04-18 14:54:00,1.79,15311.0,United Kingdom,4,18,14,-1.79,118,709.0,bag,woodland,woodland bag
2822,C562097,20712,jumbo bag woodland animals,-1.0,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,8,2,13,-1.79,118,709.0,bag,woodland,woodland bag
2889,C558444,21929,jumbo bag pink vintage paisley,-1.0,2011-06-29 13:29:00,1.79,15311.0,United Kingdom,6,29,13,-1.79,118,516.0,vintage,bag,bag vintage
2894,C570203,21929,jumbo bag pink vintage paisley,-1.0,2011-10-07 16:49:00,1.79,15311.0,United Kingdom,10,7,16,-1.79,118,516.0,vintage,bag,bag vintage
2896,C576561,21929,jumbo bag pink vintage paisley,-1.0,2011-11-15 13:22:00,1.79,15311.0,United Kingdom,11,15,13,-1.79,118,516.0,vintage,bag,bag vintage
2898,C548851,21314,small glass heart trinket pot,-10.0,2011-04-04 13:14:00,1.85,15311.0,United Kingdom,4,4,13,-18.5,118,126.0,heart,glass,glass heart
2900,C548857,21314,small glass heart trinket pot,-10.0,2011-04-04 13:28:00,1.85,15311.0,United Kingdom,4,4,13,-18.5,118,126.0,heart,glass,glass heart
2901,C550494,21314,small glass heart trinket pot,-1.0,2011-04-18 14:54:00,1.85,15311.0,United Kingdom,4,18,14,-1.85,118,126.0,heart,glass,glass heart
2903,C558444,21314,small glass heart trinket pot,-5.0,2011-06-29 13:29:00,1.85,15311.0,United Kingdom,6,29,13,-9.25,118,126.0,heart,glass,glass heart
2904,C576561,21314,small glass heart trinket pot,-2.0,2011-11-15 13:22:00,1.85,15311.0,United Kingdom,11,15,13,-3.7,118,126.0,heart,glass,glass heart
2966,C573864,22467,gumball coat rack,-2.0,2011-11-01 11:55:00,2.1,15311.0,United Kingdom,11,1,11,-4.2,118,181.0,rack,coat,coat rack
3031,C562097,23199,jumbo bag apples,-1.0,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,8,2,13,-1.79,118,313.0,bag,other,other bag
3059,C558444,23206,lunch bag apple design,-1.0,2011-06-29 13:29:00,1.45,15311.0,United Kingdom,6,29,13,-1.45,118,302.0,bag,lunch,lunch bag
3098,C558444,22386,jumbo bag pink polkadot,-1.0,2011-06-29 13:29:00,1.79,15311.0,United Kingdom,6,29,13,-1.79,118,909.0,bag,polkadot,polkadot bag
3104,C570203,22386,jumbo bag pink polkadot,-2.0,2011-10-07 16:49:00,1.79,15311.0,United Kingdom,10,7,16,-3.58,118,909.0,bag,polkadot,polkadot bag
3106,C573864,22386,jumbo bag pink polkadot,-1.0,2011-11-01 11:55:00,1.79,15311.0,United Kingdom,11,1,11,-1.79,118,909.0,bag,polkadot,polkadot bag
3108,C576561,22386,jumbo bag pink polkadot,-2.0,2011-11-15 13:22:00,1.79,15311.0,United Kingdom,11,15,13,-3.58,118,909.0,bag,polkadot,polkadot bag
3211,C573864,23168,classic cafe sugar dispenser,-2.0,2011-11-01 11:55:00,1.04,15311.0,United Kingdom,11,1,11,-2.08,118,394.0,sugar,cafe,cafe sugar
3235,C563655,23165,large ceramic top storage jar,-48.0,2011-08-18 10:44:00,1.45,15311.0,United Kingdom,8,18,10,-69.6,118,145.0,jar,storage,storage jar
3275,C570203,71477,colour glass star tlight holder,-2.0,2011-10-07 16:49:00,3.29,15311.0,United Kingdom,10,7,16,-6.58,118,47.0,glass,holder,holder glass
3298,C570203,23089,glass bon bon jar,-1.0,2011-10-07 16:49:00,1.65,15311.0,United Kingdom,10,7,16,-1.65,118,53.0,glass,jar,jar glass
3299,C576561,23089,glass bon bon jar,-1.0,2011-11-15 13:22:00,1.65,15311.0,United Kingdom,11,15,13,-1.65,118,53.0,glass,jar,jar glass
3474,C563655,47351b,blue  voile lampshade,-48.0,2011-08-18 10:44:00,2.55,15311.0,United Kingdom,8,18,10,-122.39999999999999,118,6.0,lampshade,voile,voile lampshade
3588,C576561,22681,french blue metal door sign 6,-1.0,2011-11-15 13:22:00,1.06,15311.0,United Kingdom,11,15,13,-1.06,118,13.0,metal,sign,sign metal
3635,C576561,23146,triple hook antique ivory rose,-1.0,2011-11-15 13:22:00,2.89,15311.0,United Kingdom,11,15,13,-2.89,118,5.0,ivory,hook,hook ivory
3658,C570203,21530,dairy maid toastrack,-1.0,2011-10-07 16:49:00,0.79,15311.0,United Kingdom,10,7,16,-0.79,118,18.0,dairy,maid,maid dairy
3664,C576561,21530,dairy maid toastrack,-1.0,2011-11-15 13:22:00,0.79,15311.0,United Kingdom,11,15,13,-0.79,118,18.0,dairy,maid,maid dairy
3684,C573864,23169,classic glass cookie jar,-1.0,2011-11-01 11:55:00,3.75,15311.0,United Kingdom,11,1,11,-3.75,118,51.0,glass,jar,jar glass
3687,C579415,23169,classic glass cookie jar,-4.0,2011-11-29 12:52:00,3.75,15311.0,United Kingdom,11,29,12,-15.0,118,51.0,glass,jar,jar glass
3724,C576561,23275,set of 3 hanging owls ollie beak,-4.0,2011-11-15 13:22:00,1.04,15311.0,United Kingdom,11,15,13,-4.16,118,432.0,hanging,ollie,ollie hanging
3931,C570552,85099b,jumbo bag red retrospot,-300.0,2011-10-11 11:01:00,1.74,16029.0,United Kingdom,10,11,11,-522.0,66,1900.0,bag,retrospot,retrospot bag
3974,C570552,22207,frying pan union flag,-72.0,2011-10-11 11:01:00,3.75,16029.0,United Kingdom,10,11,11,-270.0,66,456.0,union,pan,pan union
4038,C540030,22070,small red retrospot mug in box,-24.0,2011-01-04 13:47:00,3.75,16029.0,United Kingdom,1,4,13,-90.0,66,0.0,box,retrospot,retrospot box
4053,C570552,85099f,jumbo bag strawberry,-100.0,2011-10-11 11:01:00,1.74,16029.0,United Kingdom,10,11,11,-174.0,66,1500.0,bag,strawberry,strawberry bag
4069,C570552,22386,jumbo bag pink polkadot,-200.0,2011-10-11 11:01:00,1.74,16029.0,United Kingdom,10,11,11,-348.0,66,1600.0,bag,polkadot,polkadot bag
4073,C546735,22933,baking mould easter egg milk choc,-144.0,2011-03-16 11:50:00,2.1,16029.0,United Kingdom,3,16,11,-302.40000000000003,66,144.0,egg,easter,easter egg
4076,C546735,22932,baking mould toffee cup chocolate,-96.0,2011-03-16 11:50:00,2.1,16029.0,United Kingdom,3,16,11,-201.60000000000002,66,96.0,cup,chocolate,chocolate cup
4079,C546735,22930,baking mould heart milk chocolate,-96.0,2011-03-16 11:50:00,2.1,16029.0,United Kingdom,3,16,11,-201.60000000000002,66,96.0,heart,chocolate,chocolate heart
4113,C570552,21931,jumbo storage bag suki,-100.0,2011-10-11 11:01:00,1.74,16029.0,United Kingdom,10,11,11,-174.0,66,900.0,bag,storage,storage bag
4126,C570552,22961,jam making set printed,-192.0,2011-10-11 11:01:00,1.25,16029.0,United Kingdom,10,11,11,-240.0,66,768.0,jam,making,making jam
4131,C570556,20969,red floral feltcraft shoulder bag,-144.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-488.16,66,432.0,bag,feltcraft,feltcraft bag
4132,C570556,20969,red floral feltcraft shoulder bag,-144.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-488.16,66,432.0,bag,feltcraft,feltcraft bag
4136,C570556,22149,feltcraft 6 flower friends,-600.0,2011-10-11 11:10:00,1.85,16029.0,United Kingdom,10,11,11,-1110.0,66,1000.0,flower,feltcraft,feltcraft flower
4141,C570556,20971,pink blue felt craft trinket box,-1296.0,2011-10-11 11:10:00,1.06,16029.0,United Kingdom,10,11,11,-1373.76,66,1872.0,box,trinket,trinket box
4142,C570556,20971,pink blue felt craft trinket box,-1296.0,2011-10-11 11:10:00,1.06,16029.0,United Kingdom,10,11,11,-1373.76,66,1872.0,box,trinket,trinket box
4146,C570556,22147,feltcraft butterfly hearts,-840.0,2011-10-11 11:10:00,1.25,16029.0,United Kingdom,10,11,11,-1050.0,66,1240.0,butterfly,feltcraft,feltcraft butterfly
4151,C570556,22568,feltcraft cushion owl,-144.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-488.16,66,384.0,cushion,feltcraft,feltcraft cushion
4152,C570556,22568,feltcraft cushion owl,-144.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-488.16,66,384.0,cushion,feltcraft,feltcraft cushion
4156,C570556,22569,feltcraft cushion butterfly,-192.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-650.88,66,432.0,cushion,butterfly,butterfly cushion
4160,C570556,22570,feltcraft cushion rabbit,-240.0,2011-10-11 11:10:00,3.39,16029.0,United Kingdom,10,11,11,-813.6,66,480.0,cushion,rabbit,rabbit cushion
4165,C570556,22273,feltcraft doll molly,-720.0,2011-10-11 11:10:00,2.3,16029.0,United Kingdom,10,11,11,-1655.9999999999998,66,1200.0,feltcraft,doll,doll feltcraft
4166,C570556,22273,feltcraft doll molly,-720.0,2011-10-11 11:10:00,2.55,16029.0,United Kingdom,10,11,11,-1835.9999999999998,66,1200.0,feltcraft,doll,doll feltcraft
4169,C570552,20712,jumbo bag woodland animals,-200.0,2011-10-11 11:01:00,1.74,16029.0,United Kingdom,10,11,11,-348.0,66,0.0,bag,woodland,woodland bag
4322,C555046,22859,easter tin bunny bouquet,-6.0,2011-05-31 11:29:00,1.65,12431.0,Australia,5,31,11,-9.899999999999999,18,0.0,tin,easter,easter tin
4332,C555288,84945,multi colour silver tlight holder,-6.0,2011-06-02 09:57:00,0.85,12431.0,Australia,6,2,9,-5.1,18,42.0,holder,silver,silver holder
4356,C555288,23079,toadstool bedside light,-2.0,2011-06-02 09:57:00,8.95,12431.0,Australia,6,2,9,-17.9,18,0.0,light,toadstool,toadstool light
4360,C561227,84978,hanging heart jar tlight holder,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,7,26,10,-38.160000000000004,18,36.0,heart,holder,holder heart
4433,C540250,22941,christmas lights 10 reindeer,-1.0,2011-01-05 16:02:00,8.5,17511.0,United Kingdom,1,5,16,-8.5,45,1.0,christmas,reindeer,reindeer christmas
4435,C546854,22960,jam making set with jars,-1.0,2011-03-17 13:55:00,3.75,17511.0,United Kingdom,3,17,13,-3.75,45,11.0,jam,making,making jam
4443,C559136,84970s,hanging heart zinc tlight holder,-5.0,2011-07-06 13:21:00,0.64,17511.0,United Kingdom,7,6,13,-3.2,45,571.0,heart,holder,holder heart
4461,C537602,85123a,white hanging heart tlight holder,-1.0,2010-12-07 12:45:00,2.55,17511.0,United Kingdom,12,7,12,-2.55,45,605.0,heart,holder,holder heart
4464,C542910,85123a,white hanging heart tlight holder,-1.0,2011-02-01 15:38:00,2.55,17511.0,United Kingdom,2,1,15,-2.55,45,605.0,heart,holder,holder heart
4471,C562709,85123a,white hanging heart tlight holder,-1.0,2011-08-08 14:32:00,2.55,17511.0,United Kingdom,8,8,14,-2.55,45,605.0,heart,holder,holder heart
4475,C537602,22197,popcorn holder,-1.0,2010-12-07 12:45:00,0.72,17511.0,United Kingdom,12,7,12,-0.72,45,1489.0,holder,popcorn,popcorn holder
4483,C559136,22197,popcorn holder,-2.0,2011-07-06 13:21:00,0.72,17511.0,United Kingdom,7,6,13,-1.44,45,1489.0,holder,popcorn,popcorn holder
4485,C562709,22197,popcorn holder,-3.0,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,8,8,14,-2.16,45,1489.0,holder,popcorn,popcorn holder
4488,C567627,22197,popcorn holder,-3.0,2011-09-21 13:01:00,0.85,17511.0,United Kingdom,9,21,13,-2.55,45,1489.0,holder,popcorn,popcorn holder
4489,C569851,22197,popcorn holder,-1.0,2011-10-06 14:02:00,0.72,17511.0,United Kingdom,10,6,14,-0.72,45,1489.0,holder,popcorn,popcorn holder
4491,C578276,22197,popcorn holder,-1.0,2011-11-23 13:48:00,0.85,17511.0,United Kingdom,11,23,13,-0.85,45,1489.0,holder,popcorn,popcorn holder
4494,C537602,22198,large popcorn holder,-1.0,2010-12-07 12:45:00,1.45,17511.0,United Kingdom,12,7,12,-1.45,45,47.0,holder,popcorn,popcorn holder
4495,C540250,22198,large popcorn holder,-2.0,2011-01-05 16:02:00,1.45,17511.0,United Kingdom,1,5,16,-2.9,45,47.0,holder,popcorn,popcorn holder
4517,C537602,22654,deluxe sewing kit,-1.0,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,12,7,12,-4.95,45,39.0,kit,deluxe,deluxe kit
4527,C537602,85099b,jumbo bag red retrospot,-1.0,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,12,7,12,-1.65,45,1508.0,bag,retrospot,retrospot bag
4530,C542910,85099b,jumbo bag red retrospot,-1.0,2011-02-01 15:38:00,1.65,17511.0,United Kingdom,2,1,15,-1.65,45,1508.0,bag,retrospot,retrospot bag
4542,C575224,85099b,jumbo bag red retrospot,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,1508.0,bag,retrospot,retrospot bag
4569,C542910,21537,red retrospot pudding bowl,-1.0,2011-02-01 15:38:00,3.75,17511.0,United Kingdom,2,1,15,-3.75,45,30.0,retrospot,bowl,bowl retrospot
4570,C569851,21537,red retrospot pudding bowl,-1.0,2011-10-06 14:02:00,3.75,17511.0,United Kingdom,10,6,14,-3.75,45,30.0,retrospot,bowl,bowl retrospot
4585,C546854,22667,recipe box retrospot,-1.0,2011-03-17 13:55:00,2.95,17511.0,United Kingdom,3,17,13,-2.95,45,35.0,box,retrospot,retrospot box
4597,C562709,82484,wood black board ant white finish,-1.0,2011-08-08 14:32:00,6.75,17511.0,United Kingdom,8,8,14,-6.75,45,167.0,wood,board,board wood
4610,C537602,21622,vintage union jack cushion cover,-1.0,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,12,7,12,-4.95,45,-1.0,vintage,cover,cover vintage
4611,C537602,22065,christmas pudding trinket pot,-1.0,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,12,7,12,-1.25,45,191.0,christmas,trinket,trinket christmas
4613,C537602,22061,large cake stand  hanging strawbery,-1.0,2010-12-07 12:45:00,8.5,17511.0,United Kingdom,12,7,12,-8.5,45,41.0,cake,stand,stand cake
4614,C542910,22061,large cake stand  hanging strawbery,-1.0,2011-02-01 15:38:00,8.5,17511.0,United Kingdom,2,1,15,-8.5,45,41.0,cake,stand,stand cake
4616,C562709,22061,large cake stand  hanging strawbery,-1.0,2011-08-08 14:32:00,8.5,17511.0,United Kingdom,8,8,14,-8.5,45,41.0,cake,stand,stand cake
4618,C537602,22665,recipe box blue sketchbook design,-1.0,2010-12-07 12:45:00,2.95,17511.0,United Kingdom,12,7,12,-2.95,45,28.0,box,sketchbook,sketchbook box
4624,C578276,22665,recipe box blue sketchbook design,-1.0,2011-11-23 13:48:00,2.55,17511.0,United Kingdom,11,23,13,-2.55,45,28.0,box,sketchbook,sketchbook box
4625,C537602,22659,lunch box i love london,-4.0,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,12,7,12,-6.6,45,183.0,box,lunch,lunch box
4626,C542910,22659,lunch box i love london,-1.0,2011-02-01 15:38:00,1.65,17511.0,United Kingdom,2,1,15,-1.65,45,183.0,box,lunch,lunch box
4627,C544682,22659,lunch box i love london,-2.0,2011-02-22 16:29:00,1.65,17511.0,United Kingdom,2,22,16,-3.3,45,183.0,box,lunch,lunch box
4629,C551948,22659,lunch box i love london,-1.0,2011-05-05 11:21:00,1.65,17511.0,United Kingdom,5,5,11,-1.65,45,183.0,box,lunch,lunch box
4631,C562709,22659,lunch box i love london,-1.0,2011-08-08 14:32:00,1.65,17511.0,United Kingdom,8,8,14,-1.65,45,183.0,box,lunch,lunch box
4633,C537602,22169,family album white picture frame,-1.0,2010-12-07 12:45:00,7.65,17511.0,United Kingdom,12,7,12,-7.65,45,77.0,frame,picture,picture frame
4635,C542910,22169,family album white picture frame,-1.0,2011-02-01 15:38:00,7.65,17511.0,United Kingdom,2,1,15,-7.65,45,77.0,frame,picture,picture frame
4638,C551948,22169,family album white picture frame,-1.0,2011-05-05 11:21:00,7.65,17511.0,United Kingdom,5,5,11,-7.65,45,77.0,frame,picture,picture frame
4643,C537602,21843,red retrospot cake stand,-1.0,2010-12-07 12:45:00,9.95,17511.0,United Kingdom,12,7,12,-9.95,45,-1.0,retrospot,cake,cake retrospot
4644,C537602,22423,regency cakestand 3 tier,-2.0,2010-12-07 12:45:00,10.95,17511.0,United Kingdom,12,7,12,-21.9,45,26.0,regency,tier,tier regency
4645,C542910,22423,regency cakestand 3 tier,-2.0,2011-02-01 15:38:00,10.95,17511.0,United Kingdom,2,1,15,-21.9,45,26.0,regency,tier,tier regency
4647,C548187,22423,regency cakestand 3 tier,-1.0,2011-03-29 15:06:00,12.75,17511.0,United Kingdom,3,29,15,-12.75,45,26.0,regency,tier,tier regency
4648,C556911,22423,regency cakestand 3 tier,-1.0,2011-06-15 13:25:00,10.95,17511.0,United Kingdom,6,15,13,-10.95,45,26.0,regency,tier,tier regency
4650,C537602,84050,pink heart shape egg frying pan,-1.0,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,12,7,12,-1.25,45,-1.0,heart,egg,egg heart
4703,C551948,22722,set of 6 spice tins pantry design,-1.0,2011-05-05 11:21:00,3.45,17511.0,United Kingdom,5,5,11,-3.45,45,95.0,pantry,spice,spice pantry
4730,C540250,22411,jumbo shopper vintage red paisley,-1.0,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,1,5,16,-1.65,45,799.0,vintage,paisley,paisley vintage
4738,C575224,22411,jumbo shopper vintage red paisley,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,799.0,vintage,paisley,paisley vintage
4746,C540250,79321,chilli lights,-1.0,2011-01-05 16:02:00,4.25,17511.0,United Kingdom,1,5,16,-4.25,45,47.0,chilli,other,other chilli
4749,C540250,85099f,jumbo bag strawberry,-1.0,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,1,5,16,-1.65,45,598.0,bag,strawberry,strawberry bag
4751,C544682,85099f,jumbo bag strawberry,-1.0,2011-02-22 16:29:00,1.65,17511.0,United Kingdom,2,22,16,-1.65,45,598.0,bag,strawberry,strawberry bag
4756,C540250,21928,jumbo bag scandinavian blue paisley,-1.0,2011-01-05 16:02:00,1.65,17511.0,United Kingdom,1,5,16,-1.65,45,599.0,bag,paisley,paisley bag
4761,C575224,21928,jumbo bag scandinavian blue paisley,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,599.0,bag,paisley,paisley bag
4766,C551948,22768,family photo frame cornice,-1.0,2011-05-05 11:21:00,8.5,17511.0,United Kingdom,5,5,11,-8.5,45,78.0,frame,photo,photo frame
4768,C567627,22768,family photo frame cornice,-1.0,2011-09-21 13:01:00,9.95,17511.0,United Kingdom,9,21,13,-9.95,45,78.0,frame,photo,photo frame
4781,C562709,21238,red retrospot cup,-1.0,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,8,8,14,-0.72,45,286.0,retrospot,cup,cup retrospot
4783,C567627,21238,red retrospot cup,-1.0,2011-09-21 13:01:00,0.85,17511.0,United Kingdom,9,21,13,-0.85,45,286.0,retrospot,cup,cup retrospot
4787,C578276,21240,blue polkadot cup,-2.0,2011-11-23 13:48:00,0.72,17511.0,United Kingdom,11,23,13,-1.44,45,286.0,polkadot,cup,cup polkadot
4802,C575224,22385,jumbo bag spaceboy design,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,400.0,bag,spaceboy,spaceboy bag
4822,C567627,21931,jumbo storage bag suki,-1.0,2011-09-21 13:01:00,2.08,17511.0,United Kingdom,9,21,13,-2.08,45,799.0,bag,storage,storage bag
4825,C575224,21931,jumbo storage bag suki,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,799.0,bag,storage,storage bag
4831,C569851,20725,lunch bag red retrospot,-1.0,2011-10-06 14:02:00,1.45,17511.0,United Kingdom,10,6,14,-1.45,45,399.0,bag,retrospot,retrospot bag
4841,C575224,22386,jumbo bag pink polkadot,-100.0,2011-11-09 11:41:00,1.79,17511.0,United Kingdom,11,9,11,-179.0,45,800.0,bag,polkadot,polkadot bag
4843,C551948,22303,coffee mug apples design,-1.0,2011-05-05 11:21:00,2.1,17511.0,United Kingdom,5,5,11,-2.1,45,35.0,mug,coffee,coffee mug
4851,C540250,22617,baking set spaceboy design,-2.0,2011-01-05 16:02:00,4.25,17511.0,United Kingdom,1,5,16,-8.5,45,-2.0,spaceboy,other,other spaceboy
4852,C540250,22942,christmas lights 10 santas,-1.0,2011-01-05 16:02:00,8.5,17511.0,United Kingdom,1,5,16,-8.5,45,11.0,christmas,other,other christmas
4867,C548187,47590b,pink happy birthday bunting,-1.0,2011-03-29 15:06:00,5.45,17511.0,United Kingdom,3,29,15,-5.45,45,61.0,birthday,bunting,bunting birthday
4893,C544682,21754,home building block word,-1.0,2011-02-22 16:29:00,5.45,17511.0,United Kingdom,2,22,16,-5.45,45,34.0,home,block,block home
4894,C551948,21754,home building block word,-1.0,2011-05-05 11:21:00,5.45,17511.0,United Kingdom,5,5,11,-5.45,45,34.0,home,block,block home
4921,C544682,21564,pink  heart shape love bucket,-1.0,2011-02-22 16:29:00,2.55,17511.0,United Kingdom,2,22,16,-2.55,45,358.0,heart,shape,shape heart
4922,C546854,21564,pink  heart shape love bucket,-1.0,2011-03-17 13:55:00,2.55,17511.0,United Kingdom,3,17,13,-2.55,45,358.0,heart,shape,shape heart
4931,C578276,21430,set3 red gingham rose storage box,-1.0,2011-11-23 13:48:00,3.39,17511.0,United Kingdom,11,23,13,-3.39,45,95.0,box,storage,storage box
4953,C559136,22383,lunch bag suki design,-1.0,2011-07-06 13:21:00,1.45,17511.0,United Kingdom,7,6,13,-1.45,45,298.0,bag,lunch,lunch bag
4955,C567627,22383,lunch bag suki design,-1.0,2011-09-21 13:01:00,1.65,17511.0,United Kingdom,9,21,13,-1.65,45,298.0,bag,lunch,lunch bag
4975,C542910,20726,lunch bag woodland,-1.0,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,2,1,15,-1.45,45,-2.0,bag,lunch,lunch bag
4976,C546854,20726,lunch bag woodland,-1.0,2011-03-17 13:55:00,1.45,17511.0,United Kingdom,3,17,13,-1.45,45,-2.0,bag,lunch,lunch bag
4977,C542910,22671,french laundry sign blue metal,-1.0,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,2,1,15,-1.45,45,-1.0,metal,sign,sign metal
4978,C542910,22360,glass jar english confectionery,-3.0,2011-02-01 15:38:00,2.55,17511.0,United Kingdom,2,1,15,-7.6499999999999995,45,-3.0,glass,jar,jar glass
4979,C542910,20727,lunch bag  black skull,-2.0,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,2,1,15,-2.9,45,298.0,bag,skull,skull bag
4993,C546854,21232,strawberry ceramic trinket box,-10.0,2011-03-17 13:55:00,1.06,17511.0,United Kingdom,3,17,13,-10.600000000000001,45,127.0,box,trinket,trinket box
